team_id,player_id,metric,value
ATX,CHI-S03,tackles,3
ATX,CHI-S03,sacks,0
ATX,CHI-S03,interceptions_made,0
ATX,CHI-S03,pressures_generated,0
ATX,ATX-QB01,pass_attempts,111
ATX,ATX-QB01,pass_completions,73
ATX,ATX-QB01,pass_yards,690.3322073362032
ATX,ATX-QB01,pressures,1
ATX,ATX-QB01,sacks_taken,0
ATX,ATX-QB01,interceptions_thrown,2
ATX,ATX-QB01,rush_attempts,0
ATX,ATX-QB01,rush_yards,0.5624999999999999
ATX,ATX-QB01,receptions,0
ATX,ATX-QB01,receiving_yards,0.0
ATX,ATX-QB01,tackles,0
ATX,ATX-QB01,sacks,0
ATX,ATX-QB01,interceptions_made,0
ATX,ATX-QB01,pressures_generated,0
ATX,ATX-WR03,pass_attempts,0
ATX,ATX-WR03,pass_completions,0
ATX,ATX-WR03,pass_yards,0.0
ATX,ATX-WR03,pressures,0
ATX,ATX-WR03,sacks_taken,0
ATX,ATX-WR03,interceptions_thrown,0
ATX,ATX-WR03,rush_attempts,13
ATX,ATX-WR03,rush_yards,53.437499999999986
ATX,ATX-WR03,receptions,15
ATX,ATX-WR03,receiving_yards,149.3994715661998
ATX,ATX-WR03,tackles,0
ATX,ATX-WR03,sacks,0
ATX,ATX-WR03,interceptions_made,0
ATX,ATX-WR03,pressures_generated,0
ATX,CHI-DL03,pass_attempts,0
ATX,CHI-DL03,pass_completions,0
ATX,CHI-DL03,pass_yards,0.0
ATX,CHI-DL03,pressures,0
ATX,CHI-DL03,sacks_taken,0
ATX,CHI-DL03,interceptions_thrown,0
ATX,CHI-DL03,rush_attempts,0
ATX,CHI-DL03,rush_yards,0.0
ATX,CHI-DL03,receptions,0
ATX,CHI-DL03,receiving_yards,0.0
ATX,CHI-DL03,tackles,6
ATX,CHI-DL03,sacks,0
ATX,CHI-DL03,interceptions_made,0
ATX,CHI-DL03,pressures_generated,0
ATX,ATX-DL02,pass_attempts,0
ATX,ATX-DL02,pass_completions,0
ATX,ATX-DL02,pass_yards,0.0
ATX,ATX-DL02,pressures,0
ATX,ATX-DL02,sacks_taken,0
ATX,ATX-DL02,interceptions_thrown,0
ATX,ATX-DL02,rush_attempts,0
ATX,ATX-DL02,rush_yards,0.0
ATX,ATX-DL02,receptions,0
ATX,ATX-DL02,receiving_yards,0.0
ATX,ATX-DL02,tackles,23
ATX,ATX-DL02,sacks,0
ATX,ATX-DL02,interceptions_made,0
ATX,ATX-DL02,pressures_generated,0
ATX,ATX-LB04,pass_attempts,0
ATX,ATX-LB04,pass_completions,0
ATX,ATX-LB04,pass_yards,0.0
ATX,ATX-LB04,pressures,0
ATX,ATX-LB04,sacks_taken,0
ATX,ATX-LB04,interceptions_thrown,0
ATX,ATX-LB04,rush_attempts,0
ATX,ATX-LB04,rush_yards,0.0
ATX,ATX-LB04,receptions,0
ATX,ATX-LB04,receiving_yards,0.0
ATX,ATX-LB04,tackles,25
ATX,ATX-LB04,sacks,0
ATX,ATX-LB04,interceptions_made,0
ATX,ATX-LB04,pressures_generated,1
ATX,ATX-LB05,pass_attempts,0
ATX,ATX-LB05,pass_completions,0
ATX,ATX-LB05,pass_yards,0.0
ATX,ATX-LB05,pressures,0
ATX,ATX-LB05,sacks_taken,0
ATX,ATX-LB05,interceptions_thrown,0
ATX,ATX-LB05,rush_attempts,0
ATX,ATX-LB05,rush_yards,0.0
ATX,ATX-LB05,receptions,0
ATX,ATX-LB05,receiving_yards,0.0
ATX,ATX-LB05,tackles,49
ATX,ATX-LB05,sacks,0
ATX,ATX-LB05,interceptions_made,0
ATX,ATX-LB05,pressures_generated,1
ATX,ATX-TE01,pass_attempts,0
ATX,ATX-TE01,pass_completions,0
ATX,ATX-TE01,pass_yards,0.0
ATX,ATX-TE01,pressures,0
ATX,ATX-TE01,sacks_taken,0
ATX,ATX-TE01,interceptions_thrown,0
ATX,ATX-TE01,rush_attempts,0
ATX,ATX-TE01,rush_yards,0.0
ATX,ATX-TE01,receptions,22
ATX,ATX-TE01,receiving_yards,205.79717962015644
ATX,ATX-TE01,tackles,0
ATX,ATX-TE01,sacks,0
ATX,ATX-TE01,interceptions_made,0
ATX,ATX-TE01,pressures_generated,0
ATX,CHI-LB01,pass_attempts,0
ATX,CHI-LB01,pass_completions,0
ATX,CHI-LB01,pass_yards,0.0
ATX,CHI-LB01,pressures,0
ATX,CHI-LB01,sacks_taken,0
ATX,CHI-LB01,interceptions_thrown,0
ATX,CHI-LB01,rush_attempts,0
ATX,CHI-LB01,rush_yards,0.0
ATX,CHI-LB01,receptions,0
ATX,CHI-LB01,receiving_yards,0.0
ATX,CHI-LB01,tackles,5
ATX,CHI-LB01,sacks,0
ATX,CHI-LB01,interceptions_made,0
ATX,CHI-LB01,pressures_generated,1
ATX,ATX-RB03,pass_attempts,0
ATX,ATX-RB03,pass_completions,0
ATX,ATX-RB03,pass_yards,0.0
ATX,ATX-RB03,pressures,0
ATX,ATX-RB03,sacks_taken,0
ATX,ATX-RB03,interceptions_thrown,0
ATX,ATX-RB03,rush_attempts,22
ATX,ATX-RB03,rush_yards,91.54237420799997
ATX,ATX-RB03,receptions,0
ATX,ATX-RB03,receiving_yards,0.0
ATX,ATX-RB03,tackles,0
ATX,ATX-RB03,sacks,0
ATX,ATX-RB03,interceptions_made,0
ATX,ATX-RB03,pressures_generated,0
ATX,CHI-LB05,pass_attempts,0
ATX,CHI-LB05,pass_completions,0
ATX,CHI-LB05,pass_yards,0.0
ATX,CHI-LB05,pressures,0
ATX,CHI-LB05,sacks_taken,0
ATX,CHI-LB05,interceptions_thrown,0
ATX,CHI-LB05,rush_attempts,0
ATX,CHI-LB05,rush_yards,0.0
ATX,CHI-LB05,receptions,0
ATX,CHI-LB05,receiving_yards,0.0
ATX,CHI-LB05,tackles,15
ATX,CHI-LB05,sacks,0
ATX,CHI-LB05,interceptions_made,0
ATX,CHI-LB05,pressures_generated,0
ATX,ATX-DL05,pass_attempts,0
ATX,ATX-DL05,pass_completions,0
ATX,ATX-DL05,pass_yards,0.0
ATX,ATX-DL05,pressures,0
ATX,ATX-DL05,sacks_taken,0
ATX,ATX-DL05,interceptions_thrown,0
ATX,ATX-DL05,rush_attempts,0
ATX,ATX-DL05,rush_yards,0.0
ATX,ATX-DL05,receptions,0
ATX,ATX-DL05,receiving_yards,0.0
ATX,ATX-DL05,tackles,16
ATX,ATX-DL05,sacks,0
ATX,ATX-DL05,interceptions_made,0
ATX,ATX-DL05,pressures_generated,0
ATX,ATX-LB03,pass_attempts,0
ATX,ATX-LB03,pass_completions,0
ATX,ATX-LB03,pass_yards,0.0
ATX,ATX-LB03,pressures,0
ATX,ATX-LB03,sacks_taken,0
ATX,ATX-LB03,interceptions_thrown,0
ATX,ATX-LB03,rush_attempts,0
ATX,ATX-LB03,rush_yards,0.0
ATX,ATX-LB03,receptions,0
ATX,ATX-LB03,receiving_yards,0.0
ATX,ATX-LB03,tackles,34
ATX,ATX-LB03,sacks,1
ATX,ATX-LB03,interceptions_made,0
ATX,ATX-LB03,pressures_generated,5
ATX,ATX-LB02,pass_attempts,0
ATX,ATX-LB02,pass_completions,0
ATX,ATX-LB02,pass_yards,0.0
ATX,ATX-LB02,pressures,0
ATX,ATX-LB02,sacks_taken,0
ATX,ATX-LB02,interceptions_thrown,0
ATX,ATX-LB02,rush_attempts,0
ATX,ATX-LB02,rush_yards,0.0
ATX,ATX-LB02,receptions,0
ATX,ATX-LB02,receiving_yards,0.0
ATX,ATX-LB02,tackles,48
ATX,ATX-LB02,sacks,0
ATX,ATX-LB02,interceptions_made,0
ATX,ATX-LB02,pressures_generated,1
ATX,ATX-LB01,pass_attempts,0
ATX,ATX-LB01,pass_completions,0
ATX,ATX-LB01,pass_yards,0.0
ATX,ATX-LB01,pressures,0
ATX,ATX-LB01,sacks_taken,0
ATX,ATX-LB01,interceptions_thrown,0
ATX,ATX-LB01,rush_attempts,0
ATX,ATX-LB01,rush_yards,0.0
ATX,ATX-LB01,receptions,0
ATX,ATX-LB01,receiving_yards,0.0
ATX,ATX-LB01,tackles,46
ATX,ATX-LB01,sacks,0
ATX,ATX-LB01,interceptions_made,0
ATX,ATX-LB01,pressures_generated,3
ATX,CHI-QB01,pass_attempts,0
ATX,CHI-QB01,pass_completions,0
ATX,CHI-QB01,pass_yards,0.0
ATX,CHI-QB01,pressures,1
ATX,CHI-QB01,sacks_taken,0
ATX,CHI-QB01,interceptions_thrown,0
ATX,CHI-QB01,rush_attempts,0
ATX,CHI-QB01,rush_yards,0.0
ATX,CHI-QB01,receptions,0
ATX,CHI-QB01,receiving_yards,0.0
ATX,CHI-QB01,tackles,0
ATX,CHI-QB01,sacks,0
ATX,CHI-QB01,interceptions_made,0
ATX,CHI-QB01,pressures_generated,0
ATX,ATX-DL03,pass_attempts,0
ATX,ATX-DL03,pass_completions,0
ATX,ATX-DL03,pass_yards,0.0
ATX,ATX-DL03,pressures,0
ATX,ATX-DL03,sacks_taken,0
ATX,ATX-DL03,interceptions_thrown,0
ATX,ATX-DL03,rush_attempts,0
ATX,ATX-DL03,rush_yards,0.0
ATX,ATX-DL03,receptions,0
ATX,ATX-DL03,receiving_yards,0.0
ATX,ATX-DL03,tackles,13
ATX,ATX-DL03,sacks,0
ATX,ATX-DL03,interceptions_made,0
ATX,ATX-DL03,pressures_generated,0
ATX,ATX-DL01,pass_attempts,0
ATX,ATX-DL01,pass_completions,0
ATX,ATX-DL01,pass_yards,0.0
ATX,ATX-DL01,pressures,0
ATX,ATX-DL01,sacks_taken,0
ATX,ATX-DL01,interceptions_thrown,0
ATX,ATX-DL01,rush_attempts,0
ATX,ATX-DL01,rush_yards,0.0
ATX,ATX-DL01,receptions,0
ATX,ATX-DL01,receiving_yards,0.0
ATX,ATX-DL01,tackles,23
ATX,ATX-DL01,sacks,0
ATX,ATX-DL01,interceptions_made,0
ATX,ATX-DL01,pressures_generated,0
ATX,CHI-LB03,pass_attempts,0
ATX,CHI-LB03,pass_completions,0
ATX,CHI-LB03,pass_yards,0.0
ATX,CHI-LB03,pressures,0
ATX,CHI-LB03,sacks_taken,0
ATX,CHI-LB03,interceptions_thrown,0
ATX,CHI-LB03,rush_attempts,0
ATX,CHI-LB03,rush_yards,0.0
ATX,CHI-LB03,receptions,0
ATX,CHI-LB03,receiving_yards,0.0
ATX,CHI-LB03,tackles,13
ATX,CHI-LB03,sacks,1
ATX,CHI-LB03,interceptions_made,0
ATX,CHI-LB03,pressures_generated,1
ATX,ATX-DL04,pass_attempts,0
ATX,ATX-DL04,pass_completions,0
ATX,ATX-DL04,pass_yards,0.0
ATX,ATX-DL04,pressures,0
ATX,ATX-DL04,sacks_taken,0
ATX,ATX-DL04,interceptions_thrown,0
ATX,ATX-DL04,rush_attempts,0
ATX,ATX-DL04,rush_yards,0.0
ATX,ATX-DL04,receptions,0
ATX,ATX-DL04,receiving_yards,0.0
ATX,ATX-DL04,tackles,12
ATX,ATX-DL04,sacks,0
ATX,ATX-DL04,interceptions_made,0
ATX,ATX-DL04,pressures_generated,0
ATX,CHI-LB04,pass_attempts,0
ATX,CHI-LB04,pass_completions,0
ATX,CHI-LB04,pass_yards,0.0
ATX,CHI-LB04,pressures,0
ATX,CHI-LB04,sacks_taken,0
ATX,CHI-LB04,interceptions_thrown,0
ATX,CHI-LB04,rush_attempts,0
ATX,CHI-LB04,rush_yards,0.0
ATX,CHI-LB04,receptions,0
ATX,CHI-LB04,receiving_yards,0.0
ATX,CHI-LB04,tackles,10
ATX,CHI-LB04,sacks,0
ATX,CHI-LB04,interceptions_made,0
ATX,CHI-LB04,pressures_generated,0
ATX,ATX-WR06,pass_attempts,0
ATX,ATX-WR06,pass_completions,0
ATX,ATX-WR06,pass_yards,0.0
ATX,ATX-WR06,pressures,0
ATX,ATX-WR06,sacks_taken,0
ATX,ATX-WR06,interceptions_thrown,0
ATX,ATX-WR06,rush_attempts,15
ATX,ATX-WR06,rush_yards,61.55999999999998
ATX,ATX-WR06,receptions,12
ATX,ATX-WR06,receiving_yards,119.35444087290297
ATX,ATX-WR06,tackles,0
ATX,ATX-WR06,sacks,0
ATX,ATX-WR06,interceptions_made,0
ATX,ATX-WR06,pressures_generated,0
ATX,CHI-DL04,pass_attempts,0
ATX,CHI-DL04,pass_completions,0
ATX,CHI-DL04,pass_yards,0.0
ATX,CHI-DL04,pressures,0
ATX,CHI-DL04,sacks_taken,0
ATX,CHI-DL04,interceptions_thrown,0
ATX,CHI-DL04,rush_attempts,0
ATX,CHI-DL04,rush_yards,0.0
ATX,CHI-DL04,receptions,0
ATX,CHI-DL04,receiving_yards,0.0
ATX,CHI-DL04,tackles,3
ATX,CHI-DL04,sacks,0
ATX,CHI-DL04,interceptions_made,0
ATX,CHI-DL04,pressures_generated,0
ATX,CHI-QB02,pass_attempts,0
ATX,CHI-QB02,pass_completions,0
ATX,CHI-QB02,pass_yards,0.0
ATX,CHI-QB02,pressures,3
ATX,CHI-QB02,sacks_taken,0
ATX,CHI-QB02,interceptions_thrown,0
ATX,CHI-QB02,rush_attempts,0
ATX,CHI-QB02,rush_yards,0.0
ATX,CHI-QB02,receptions,0
ATX,CHI-QB02,receiving_yards,0.0
ATX,CHI-QB02,tackles,0
ATX,CHI-QB02,sacks,0
ATX,CHI-QB02,interceptions_made,0
ATX,CHI-QB02,pressures_generated,0
ATX,ATX-RB02,pass_attempts,0
ATX,ATX-RB02,pass_completions,0
ATX,ATX-RB02,pass_yards,0.0
ATX,ATX-RB02,pressures,0
ATX,ATX-RB02,sacks_taken,0
ATX,ATX-RB02,interceptions_thrown,0
ATX,ATX-RB02,rush_attempts,21
ATX,ATX-RB02,rush_yards,85.49305437381751
ATX,ATX-RB02,receptions,0
ATX,ATX-RB02,receiving_yards,0.0
ATX,ATX-RB02,tackles,0
ATX,ATX-RB02,sacks,0
ATX,ATX-RB02,interceptions_made,0
ATX,ATX-RB02,pressures_generated,0
ATX,ATX-WR04,pass_attempts,0
ATX,ATX-WR04,pass_completions,0
ATX,ATX-WR04,pass_yards,0.0
ATX,ATX-WR04,pressures,0
ATX,ATX-WR04,sacks_taken,0
ATX,ATX-WR04,interceptions_thrown,0
ATX,ATX-WR04,rush_attempts,14
ATX,ATX-WR04,rush_yards,56.85749999999998
ATX,ATX-WR04,receptions,7
ATX,ATX-WR04,receiving_yards,68.85394206323141
ATX,ATX-WR04,tackles,0
ATX,ATX-WR04,sacks,0
ATX,ATX-WR04,interceptions_made,0
ATX,ATX-WR04,pressures_generated,0
ATX,ATX-WR02,pass_attempts,0
ATX,ATX-WR02,pass_completions,0
ATX,ATX-WR02,pass_yards,0.0
ATX,ATX-WR02,pressures,0
ATX,ATX-WR02,sacks_taken,0
ATX,ATX-WR02,interceptions_thrown,0
ATX,ATX-WR02,rush_attempts,6
ATX,ATX-WR02,rush_yards,23.939999999999998
ATX,ATX-WR02,receptions,8
ATX,ATX-WR02,receiving_yards,81.04745959927902
ATX,ATX-WR02,tackles,0
ATX,ATX-WR02,sacks,0
ATX,ATX-WR02,interceptions_made,0
ATX,ATX-WR02,pressures_generated,0
ATX,CHI-DL01,pass_attempts,0
ATX,CHI-DL01,pass_completions,0
ATX,CHI-DL01,pass_yards,0.0
ATX,CHI-DL01,pressures,0
ATX,CHI-DL01,sacks_taken,0
ATX,CHI-DL01,interceptions_thrown,0
ATX,CHI-DL01,rush_attempts,0
ATX,CHI-DL01,rush_yards,0.0
ATX,CHI-DL01,receptions,0
ATX,CHI-DL01,receiving_yards,0.0
ATX,CHI-DL01,tackles,7
ATX,CHI-DL01,sacks,0
ATX,CHI-DL01,interceptions_made,1
ATX,CHI-DL01,pressures_generated,0
ATX,ATX-WR05,pass_attempts,0
ATX,ATX-WR05,pass_completions,0
ATX,ATX-WR05,pass_yards,0.0
ATX,ATX-WR05,pressures,0
ATX,ATX-WR05,sacks_taken,0
ATX,ATX-WR05,interceptions_thrown,0
ATX,ATX-WR05,rush_attempts,17
ATX,ATX-WR05,rush_yards,68.39999999999998
ATX,ATX-WR05,receptions,13
ATX,ATX-WR05,receiving_yards,126.42036229473338
ATX,ATX-WR05,tackles,0
ATX,ATX-WR05,sacks,0
ATX,ATX-WR05,interceptions_made,0
ATX,ATX-WR05,pressures_generated,0
ATX,ATX-TE02,pass_attempts,0
ATX,ATX-TE02,pass_completions,0
ATX,ATX-TE02,pass_yards,0.0
ATX,ATX-TE02,pressures,0
ATX,ATX-TE02,sacks_taken,0
ATX,ATX-TE02,interceptions_thrown,0
ATX,ATX-TE02,rush_attempts,0
ATX,ATX-TE02,rush_yards,0.0
ATX,ATX-TE02,receptions,13
ATX,ATX-TE02,receiving_yards,118.18136455623305
ATX,ATX-TE02,tackles,0
ATX,ATX-TE02,sacks,0
ATX,ATX-TE02,interceptions_made,0
ATX,ATX-TE02,pressures_generated,0
ATX,CHI-DL06,pass_attempts,0
ATX,CHI-DL06,pass_completions,0
ATX,CHI-DL06,pass_yards,0.0
ATX,CHI-DL06,pressures,0
ATX,CHI-DL06,sacks_taken,0
ATX,CHI-DL06,interceptions_thrown,0
ATX,CHI-DL06,rush_attempts,0
ATX,CHI-DL06,rush_yards,0.0
ATX,CHI-DL06,receptions,0
ATX,CHI-DL06,receiving_yards,0.0
ATX,CHI-DL06,tackles,5
ATX,CHI-DL06,sacks,0
ATX,CHI-DL06,interceptions_made,0
ATX,CHI-DL06,pressures_generated,0
ATX,CHI-DL05,pass_attempts,0
ATX,CHI-DL05,pass_completions,0
ATX,CHI-DL05,pass_yards,0.0
ATX,CHI-DL05,pressures,0
ATX,CHI-DL05,sacks_taken,0
ATX,CHI-DL05,interceptions_thrown,0
ATX,CHI-DL05,rush_attempts,0
ATX,CHI-DL05,rush_yards,0.0
ATX,CHI-DL05,receptions,0
ATX,CHI-DL05,receiving_yards,0.0
ATX,CHI-DL05,tackles,6
ATX,CHI-DL05,sacks,0
ATX,CHI-DL05,interceptions_made,0
ATX,CHI-DL05,pressures_generated,0
ATX,CHI-DL02,pass_attempts,0
ATX,CHI-DL02,pass_completions,0
ATX,CHI-DL02,pass_yards,0.0
ATX,CHI-DL02,pressures,0
ATX,CHI-DL02,sacks_taken,0
ATX,CHI-DL02,interceptions_thrown,0
ATX,CHI-DL02,rush_attempts,0
ATX,CHI-DL02,rush_yards,0.0
ATX,CHI-DL02,receptions,0
ATX,CHI-DL02,receiving_yards,0.0
ATX,CHI-DL02,tackles,5
ATX,CHI-DL02,sacks,0
ATX,CHI-DL02,interceptions_made,0
ATX,CHI-DL02,pressures_generated,0
ATX,CHI-S02,pass_attempts,0
ATX,CHI-S02,pass_completions,0
ATX,CHI-S02,pass_yards,0.0
ATX,CHI-S02,pressures,0
ATX,CHI-S02,sacks_taken,0
ATX,CHI-S02,interceptions_thrown,0
ATX,CHI-S02,rush_attempts,0
ATX,CHI-S02,rush_yards,0.0
ATX,CHI-S02,receptions,0
ATX,CHI-S02,receiving_yards,0.0
ATX,CHI-S02,tackles,2
ATX,CHI-S02,sacks,0
ATX,CHI-S02,interceptions_made,0
ATX,CHI-S02,pressures_generated,0
ATX,CHI-CB03,pass_attempts,0
ATX,CHI-CB03,pass_completions,0
ATX,CHI-CB03,pass_yards,0.0
ATX,CHI-CB03,pressures,0
ATX,CHI-CB03,sacks_taken,0
ATX,CHI-CB03,interceptions_thrown,0
ATX,CHI-CB03,rush_attempts,0
ATX,CHI-CB03,rush_yards,0.0
ATX,CHI-CB03,receptions,0
ATX,CHI-CB03,receiving_yards,0.0
ATX,CHI-CB03,tackles,1
ATX,CHI-CB03,sacks,1
ATX,CHI-CB03,interceptions_made,0
ATX,CHI-CB03,pressures_generated,0
ATX,ATX-S01,pass_attempts,0
ATX,ATX-S01,pass_completions,0
ATX,ATX-S01,pass_yards,0.0
ATX,ATX-S01,pressures,0
ATX,ATX-S01,sacks_taken,0
ATX,ATX-S01,interceptions_thrown,0
ATX,ATX-S01,rush_attempts,0
ATX,ATX-S01,rush_yards,0.0
ATX,ATX-S01,receptions,0
ATX,ATX-S01,receiving_yards,0.0
ATX,ATX-S01,tackles,2
ATX,ATX-S01,sacks,0
ATX,ATX-S01,interceptions_made,0
ATX,ATX-S01,pressures_generated,0
ATX,ATX-DL06,pass_attempts,0
ATX,ATX-DL06,pass_completions,0
ATX,ATX-DL06,pass_yards,0.0
ATX,ATX-DL06,pressures,0
ATX,ATX-DL06,sacks_taken,0
ATX,ATX-DL06,interceptions_thrown,0
ATX,ATX-DL06,rush_attempts,0
ATX,ATX-DL06,rush_yards,0.0
ATX,ATX-DL06,receptions,0
ATX,ATX-DL06,receiving_yards,0.0
ATX,ATX-DL06,tackles,9
ATX,ATX-DL06,sacks,0
ATX,ATX-DL06,interceptions_made,0
ATX,ATX-DL06,pressures_generated,0
ATX,BOS-QB01,pass_attempts,0
ATX,BOS-QB01,pass_completions,0
ATX,BOS-QB01,pass_yards,0.0
ATX,BOS-QB01,pressures,4
ATX,BOS-QB01,sacks_taken,0
ATX,BOS-QB01,interceptions_thrown,0
ATX,BOS-QB01,rush_attempts,0
ATX,BOS-QB01,rush_yards,0.0
ATX,BOS-QB01,receptions,0
ATX,BOS-QB01,receiving_yards,0.0
ATX,BOS-QB01,tackles,0
ATX,BOS-QB01,sacks,0
ATX,BOS-QB01,interceptions_made,0
ATX,BOS-QB01,pressures_generated,0
ATX,BOS-LB02,pass_attempts,0
ATX,BOS-LB02,pass_completions,0
ATX,BOS-LB02,pass_yards,0.0
ATX,BOS-LB02,pressures,0
ATX,BOS-LB02,sacks_taken,0
ATX,BOS-LB02,interceptions_thrown,0
ATX,BOS-LB02,rush_attempts,0
ATX,BOS-LB02,rush_yards,0.0
ATX,BOS-LB02,receptions,0
ATX,BOS-LB02,receiving_yards,0.0
ATX,BOS-LB02,tackles,22
ATX,BOS-LB02,sacks,0
ATX,BOS-LB02,interceptions_made,0
ATX,BOS-LB02,pressures_generated,0
ATX,BOS-LB03,pass_attempts,0
ATX,BOS-LB03,pass_completions,0
ATX,BOS-LB03,pass_yards,0.0
ATX,BOS-LB03,pressures,0
ATX,BOS-LB03,sacks_taken,0
ATX,BOS-LB03,interceptions_thrown,0
ATX,BOS-LB03,rush_attempts,0
ATX,BOS-LB03,rush_yards,0.0
ATX,BOS-LB03,receptions,0
ATX,BOS-LB03,receiving_yards,0.0
ATX,BOS-LB03,tackles,12
ATX,BOS-LB03,sacks,0
ATX,BOS-LB03,interceptions_made,0
ATX,BOS-LB03,pressures_generated,1
ATX,BOS-DL01,pass_attempts,0
ATX,BOS-DL01,pass_completions,0
ATX,BOS-DL01,pass_yards,0.0
ATX,BOS-DL01,pressures,0
ATX,BOS-DL01,sacks_taken,0
ATX,BOS-DL01,interceptions_thrown,0
ATX,BOS-DL01,rush_attempts,0
ATX,BOS-DL01,rush_yards,0.0
ATX,BOS-DL01,receptions,0
ATX,BOS-DL01,receiving_yards,0.0
ATX,BOS-DL01,tackles,10
ATX,BOS-DL01,sacks,0
ATX,BOS-DL01,interceptions_made,0
ATX,BOS-DL01,pressures_generated,0
ATX,BOS-LB04,pass_attempts,0
ATX,BOS-LB04,pass_completions,0
ATX,BOS-LB04,pass_yards,0.0
ATX,BOS-LB04,pressures,0
ATX,BOS-LB04,sacks_taken,0
ATX,BOS-LB04,interceptions_thrown,0
ATX,BOS-LB04,rush_attempts,0
ATX,BOS-LB04,rush_yards,0.0
ATX,BOS-LB04,receptions,0
ATX,BOS-LB04,receiving_yards,0.0
ATX,BOS-LB04,tackles,11
ATX,BOS-LB04,sacks,0
ATX,BOS-LB04,interceptions_made,0
ATX,BOS-LB04,pressures_generated,2
ATX,BOS-DL05,pass_attempts,0
ATX,BOS-DL05,pass_completions,0
ATX,BOS-DL05,pass_yards,0.0
ATX,BOS-DL05,pressures,0
ATX,BOS-DL05,sacks_taken,0
ATX,BOS-DL05,interceptions_thrown,0
ATX,BOS-DL05,rush_attempts,0
ATX,BOS-DL05,rush_yards,0.0
ATX,BOS-DL05,receptions,0
ATX,BOS-DL05,receiving_yards,0.0
ATX,BOS-DL05,tackles,4
ATX,BOS-DL05,sacks,0
ATX,BOS-DL05,interceptions_made,0
ATX,BOS-DL05,pressures_generated,0
ATX,BOS-LB01,pass_attempts,0
ATX,BOS-LB01,pass_completions,0
ATX,BOS-LB01,pass_yards,0.0
ATX,BOS-LB01,pressures,0
ATX,BOS-LB01,sacks_taken,0
ATX,BOS-LB01,interceptions_thrown,0
ATX,BOS-LB01,rush_attempts,0
ATX,BOS-LB01,rush_yards,0.0
ATX,BOS-LB01,receptions,0
ATX,BOS-LB01,receiving_yards,0.0
ATX,BOS-LB01,tackles,11
ATX,BOS-LB01,sacks,0
ATX,BOS-LB01,interceptions_made,0
ATX,BOS-LB01,pressures_generated,1
ATX,BOS-DL04,pass_attempts,0
ATX,BOS-DL04,pass_completions,0
ATX,BOS-DL04,pass_yards,0.0
ATX,BOS-DL04,pressures,0
ATX,BOS-DL04,sacks_taken,0
ATX,BOS-DL04,interceptions_thrown,0
ATX,BOS-DL04,rush_attempts,0
